-4.425263333571578528e-01,-7.000000029802322388e-02
-6.318947619387973447e-01,6.168421079296804166e-02
-8.212631905204368366e-01,-7.000000029802322388e-02
-7.265789762296170906e-01,6.168421079296804166e-02
-3.478421190663381068e-01,-7.000000029802322388e-02
-1.584736904846986150e-01,-6.268421079296815357e-02
-1.584736904846986150e-01,6.168421079296804166e-02
-6.378947619387886903e-02,6.168421079296804166e-02
1.255789523877606229e-01,5.436842128791297135e-02
3.149473809694001147e-01,4.705263178285790104e-02
-1.200000047683715820e+00,-6.268421079296815357e-02
-9.159474048112565825e-01,-7.000000029802322388e-02
-1.200000047683715820e+00,-7.000000029802322388e-02
-1.200000047683715820e+00,3.242105277274776043e-02
-1.200000047683715820e+00,3.973684227780283074e-02
-1.200000047683715820e+00,4.705263178285790104e-02
-1.200000047683715820e+00,5.436842128791297135e-02
-1.200000047683715820e+00,6.168421079296804166e-02
-1.200000047683715820e+00,6.900000029802311197e-02
-1.105315833392896074e+00,-7.000000029802322388e-02
-1.105315833392896074e+00,3.973684227780283074e-02
-1.105315833392896074e+00,4.705263178285790104e-02
-1.105315833392896074e+00,5.436842128791297135e-02
-1.105315833392896074e+00,6.168421079296804166e-02
-1.105315833392896074e+00,6.900000029802311197e-02
-1.010631619102076328e+00,-7.000000029802322388e-02
-1.010631619102076328e+00,5.436842128791297135e-02
-1.010631619102076328e+00,6.168421079296804166e-02
-1.010631619102076328e+00,6.900000029802311197e-02
-9.159474048112565825e-01,5.436842128791297135e-02
-9.159474048112565825e-01,6.168421079296804166e-02
-9.159474048112565825e-01,6.900000029802311197e-02
-8.212631905204368366e-01,6.168421079296804166e-02
-8.212631905204368366e-01,6.900000029802311197e-02
-7.265789762296170906e-01,6.900000029802311197e-02
-6.318947619387973447e-01,6.900000029802311197e-02
-5.372105476479775987e-01,6.900000029802311197e-02
-4.425263333571578528e-01,6.900000029802311197e-02
-3.478421190663381068e-01,6.900000029802311197e-02
-2.531579047755183609e-01,-7.000000029802322388e-02
-2.531579047755183609e-01,6.900000029802311197e-02
-1.584736904846986150e-01,-7.000000029802322388e-02
-1.584736904846986150e-01,6.900000029802311197e-02
-6.378947619387886903e-02,-7.000000029802322388e-02
-6.378947619387886903e-02,-6.268421079296815357e-02
-6.378947619387886903e-02,6.900000029802311197e-02
3.089473809694087691e-02,-7.000000029802322388e-02
3.089473809694087691e-02,-6.268421079296815357e-02
3.089473809694087691e-02,-5.536842128791308326e-02
3.089473809694087691e-02,6.168421079296804166e-02
3.089473809694087691e-02,6.900000029802311197e-02
1.255789523877606229e-01,-7.000000029802322388e-02
1.255789523877606229e-01,-6.268421079296815357e-02
1.255789523877606229e-01,-5.536842128791308326e-02
1.255789523877606229e-01,-4.805263178285801295e-02
1.255789523877606229e-01,6.168421079296804166e-02
1.255789523877606229e-01,6.900000029802311197e-02
2.202631666785803688e-01,-7.000000029802322388e-02
2.202631666785803688e-01,-6.268421079296815357e-02
2.202631666785803688e-01,-5.536842128791308326e-02
2.202631666785803688e-01,-4.805263178285801295e-02
2.202631666785803688e-01,-4.073684227780294265e-02
2.202631666785803688e-01,5.436842128791297135e-02
2.202631666785803688e-01,6.168421079296804166e-02
2.202631666785803688e-01,6.900000029802311197e-02
3.149473809694001147e-01,-7.000000029802322388e-02
3.149473809694001147e-01,-6.268421079296815357e-02
3.149473809694001147e-01,-5.536842128791308326e-02
3.149473809694001147e-01,-4.805263178285801295e-02
3.149473809694001147e-01,-4.073684227780294265e-02
3.149473809694001147e-01,-3.342105277274787234e-02
3.149473809694001147e-01,5.436842128791297135e-02
3.149473809694001147e-01,6.168421079296804166e-02
3.149473809694001147e-01,6.900000029802311197e-02
4.096315952602198607e-01,-7.000000029802322388e-02
4.096315952602198607e-01,-6.268421079296815357e-02
4.096315952602198607e-01,-5.536842128791308326e-02
4.096315952602198607e-01,-4.805263178285801295e-02
4.096315952602198607e-01,-4.073684227780294265e-02
4.096315952602198607e-01,-3.342105277274787234e-02
4.096315952602198607e-01,-2.610526326769280203e-02
4.096315952602198607e-01,4.705263178285790104e-02
4.096315952602198607e-01,5.436842128791297135e-02
4.096315952602198607e-01,6.168421079296804166e-02
4.096315952602198607e-01,6.900000029802311197e-02
5.043158095510396066e-01,-7.000000029802322388e-02
5.043158095510396066e-01,-6.268421079296815357e-02
5.043158095510396066e-01,-5.536842128791308326e-02
5.043158095510396066e-01,-4.805263178285801295e-02
5.043158095510396066e-01,-4.073684227780294265e-02
5.043158095510396066e-01,-3.342105277274787234e-02
5.043158095510396066e-01,-2.610526326769280203e-02
5.043158095510396066e-01,-1.878947376263773172e-02
5.043158095510396066e-01,4.705263178285790104e-02
5.043158095510396066e-01,5.436842128791297135e-02
5.043158095510396066e-01,6.168421079296804166e-02
5.043158095510396066e-01,6.900000029802311197e-02
5.990000238418593526e-01,-7.000000029802322388e-02
5.990000238418593526e-01,-6.268421079296815357e-02
5.990000238418593526e-01,-5.536842128791308326e-02
5.990000238418593526e-01,-4.805263178285801295e-02
5.990000238418593526e-01,-4.073684227780294265e-02
5.990000238418593526e-01,-3.342105277274787234e-02
5.990000238418593526e-01,-2.610526326769280203e-02
5.990000238418593526e-01,-1.878947376263773172e-02
5.990000238418593526e-01,-1.147368425758266142e-02
5.990000238418593526e-01,-4.157894752527591109e-03
5.990000238418593526e-01,3.973684227780283074e-02
5.990000238418593526e-01,4.705263178285790104e-02
5.990000238418593526e-01,5.436842128791297135e-02
5.990000238418593526e-01,6.168421079296804166e-02
5.990000238418593526e-01,6.900000029802311197e-02
